analysis_id,folio_id,layout,objects,relations,notes,annotation_status,text_masked,physical_group,image_id,image_path,image_sha256,crop_bbox_normalized,domains,tentative_domains,relation_patterns,tentative_patterns,object_group_count,relation_count,description
object_relation_v1_b9cbf0c3a6dc,f68r1,illustrated,"[{""bbox"":[0.055,0.2,0.82,0.72],""certainty"":""clear"",""count_max"":null,""count_min"":15,""id"":""stars"",""kind"":""star_like_mark"",""note"":""""},{""bbox"":[0.35,0.155,0.52,0.26],""certainty"":""clear"",""count_max"":1,""count_min"":1,""id"":""top_disc"",""kind"":""circular_structure"",""note"":""""},{""bbox"":[0.35,0.635,0.54,0.775],""certainty"":""clear"",""count_max"":1,""count_min"":1,""id"":""bottom_disc"",""kind"":""circular_structure"",""note"":""""},{""bbox"":[0.38,0.67,0.49,0.745],""certainty"":""tentative"",""count_max"":1,""count_min"":1,""id"":""face"",""kind"":""face"",""note"":""""}]","[{""certainty"":""clear"",""note"":"""",""object"":""bottom_disc"",""predicate"":""above"",""subject"":""top_disc""},{""certainty"":""clear"",""note"":"""",""object"":""bottom_disc"",""predicate"":""inside"",""subject"":""face""}]",Star-like marks have adjacent labels; no constellations or star names inferred.,single_ai_development_review,false,foldout_67_68,1006196,data/folios/images/yale_1006196.jpg,da1c31e2187794fdba8b4b4b7da0eecd48cd40f403e39586d44dfecd39816cb5,"[0.0201,0.0213,0.3185,0.9778]","[""celestial_like"",""diagrammatic""]",[],[],[],4,2,"Circular structure, face, star like mark. top_disc above bottom_disc; face inside bottom_disc. Star-like marks have adjacent labels; no constellations or star names inferred."
object_relation_v1_b9cbf0c3a6dc,f68v1,illustrated,"[{""bbox"":[0.08,0.13,0.97,0.8],""certainty"":""clear"",""count_max"":1,""count_min"":1,""id"":""ring"",""kind"":""circular_structure"",""note"":""""},{""bbox"":[0.275,0.3,0.795,0.65],""certainty"":""clear"",""count_max"":1,""count_min"":1,""id"":""rays"",""kind"":""radial_motif"",""note"":""""},{""bbox"":[0.23,0.21,0.91,0.73],""certainty"":""clear"",""count_max"":null,""count_min"":15,""id"":""stars"",""kind"":""star_like_mark"",""note"":""""}]","[{""certainty"":""clear"",""note"":"""",""object"":""ring"",""predicate"":""inside"",""subject"":""rays""},{""certainty"":""clear"",""note"":"""",""object"":""ring"",""predicate"":""inside"",""subject"":""stars""}]",Blue rays in a circular field with many small star-like marks.,single_ai_development_review,false,foldout_67_68,1006197,data/folios/images/yale_1006197.jpg,8be5e0d26e8f8b8f03286df9ccf5a04c5d506b42ba63014693b1494ed695c37b,"[0.6881,0.0211,0.9855,0.9775]","[""celestial_like"",""diagrammatic""]",[],[],[],3,2,"Circular structure, radial motif, star like mark. rays inside ring; stars inside ring. Blue rays in a circular field with many small star-like marks."
object_relation_v1_b9cbf0c3a6dc,f70v1,illustrated,"[{""bbox"":[0.16,0.14,0.965,0.77],""certainty"":""clear"",""count_max"":null,""count_min"":2,""id"":""rings"",""kind"":""circular_structure"",""note"":""""},{""bbox"":[0.47,0.395,0.66,0.51],""certainty"":""clear"",""count_max"":1,""count_min"":1,""id"":""animal"",""kind"":""animal"",""note"":""""},{""bbox"":[0.2,0.17,0.945,0.735],""certainty"":""clear"",""count_max"":null,""count_min"":10,""id"":""people"",""kind"":""human_figure"",""note"":""""},{""bbox"":[0.22,0.24,0.88,0.7],""certainty"":""clear"",""count_max"":null,""count_min"":6,""id"":""containers"",""kind"":""vessel"",""note"":""""},{""bbox"":[0.26,0.185,0.87,0.74],""certainty"":""clear"",""count_max"":null,""count_min"":8,""id"":""stars"",""kind"":""star_like_mark"",""note"":""""}]","[{""certainty"":""clear"",""note"":"""",""object"":""rings"",""predicate"":""inside"",""subject"":""animal""},{""certainty"":""clear"",""note"":"""",""object"":""rings"",""predicate"":""inside"",""subject"":""people""},{""certainty"":""clear"",""note"":"""",""object"":""containers"",""predicate"":""overlaps"",""subject"":""people""},{""certainty"":""clear"",""note"":"""",""object"":""rings"",""predicate"":""inside"",""subject"":""stars""}]","Central quadruped, small human figures and tub-like forms. Animal identity deliberately unassigned.",single_ai_development_review,false,folio_70,1006201,data/folios/images/yale_1006201.jpg,7607647c85b29ebd9021a4fc14180dbb49f8b315f94a31f597f6b91a029424e8,"[0,0,1,1]","[""animal_figures"",""celestial_like"",""containers"",""diagrammatic"",""human_figures""]",[],"[""animal_in_circular_diagram""]",[],5,4,"Animal, circular structure, human figure, star like mark, vessel. animal inside rings; people inside rings; people overlaps containers; stars inside rings. Central quadruped, small human figures and tub-like forms. Animal identity deliberately unassigned."
object_relation_v1_b9cbf0c3a6dc,f72r1,illustrated,"[{""bbox"":[0.13,0.13,0.93,0.8],""certainty"":""clear"",""count_max"":null,""count_min"":2,""id"":""rings"",""kind"":""circular_structure"",""note"":""""},{""bbox"":[0.385,0.42,0.56,0.55],""certainty"":""clear"",""count_max"":1,""count_min"":1,""id"":""animal"",""kind"":""animal"",""note"":""""},{""bbox"":[0.17,0.165,0.89,0.79],""certainty"":""clear"",""count_max"":null,""count_min"":8,""id"":""people"",""kind"":""human_figure"",""note"":""""},{""bbox"":[0.28,0.24,0.79,0.68],""certainty"":""clear"",""count_max"":null,""count_min"":4,""id"":""stars"",""kind"":""star_like_mark"",""note"":""""}]","[{""certainty"":""clear"",""note"":"""",""object"":""rings"",""predicate"":""inside"",""subject"":""animal""},{""certainty"":""clear"",""note"":"""",""object"":""rings"",""predicate"":""inside"",""subject"":""people""},{""certainty"":""clear"",""note"":"""",""object"":""rings"",""predicate"":""inside"",""subject"":""stars""}]",Red central quadruped; figures are faint and a dark blemish obscures part of the diagram.,single_ai_development_review,false,folio_72,1006203,data/folios/images/yale_1006203.jpg,3567e0dd91f58faea44099b7b9fd79131e16f11de113980676073a39bb22b7e4,"[0.257,0.0363,0.4784,0.9791]","[""animal_figures"",""celestial_like"",""diagrammatic"",""human_figures""]",[],"[""animal_in_circular_diagram""]",[],4,3,"Animal, circular structure, human figure, star like mark. animal inside rings; people inside rings; stars inside rings. Red central quadruped; figures are faint and a dark blemish obscures part of the diagram."
object_relation_v1_b9cbf0c3a6dc,fRos,illustrated,"[{""bbox"":[0.1,0.055,0.96,0.975],""certainty"":""clear"",""count_max"":9,""count_min"":9,""id"":""nodes"",""kind"":""circular_structure"",""note"":""""},{""bbox"":[0.19,0.18,0.87,0.84],""certainty"":""tentative"",""count_max"":null,""count_min"":4,""id"":""paths"",""kind"":""channel"",""note"":""""},{""bbox"":[0.41,0.07,0.66,0.91],""certainty"":""clear"",""count_max"":null,""count_min"":2,""id"":""rays"",""kind"":""radial_motif"",""note"":""""}]","[{""certainty"":""tentative"",""note"":""Several paths visibly join major circular structures; individual edges are not exhaustively traced."",""object"":""nodes"",""predicate"":""connected_to"",""subject"":""nodes""},{""certainty"":""clear"",""note"":"""",""object"":""nodes"",""predicate"":""inside"",""subject"":""rays""}]",Nine major circular structures; no geographic or cosmological interpretation. Smaller rings are excluded from this count.,single_ai_development_review,false,foldout_rosettes,1006231,data/folios/images/yale_1006231.jpg,0f16acfa51a93c8ba44dcd4c0f7e619648a4144fd4f6d07bed5271694f022daf,"[0,0,1,1]","[""basins_channels"",""diagrammatic""]","[""basins_channels""]","[""linked_circular_structures""]","[""linked_circular_structures""]",3,2,"Channel, circular structure, radial motif. nodes connected to nodes; rays inside nodes. Nine major circular structures; no geographic or cosmological interpretation. Smaller rings are excluded from this count."
object_relation_v1_b9cbf0c3a6dc,f88r,illustrated,"[{""bbox"":[0.065,0.05,0.23,0.9],""certainty"":""clear"",""count_max"":3,""count_min"":3,""id"":""vessels"",""kind"":""vessel"",""note"":""""},{""bbox"":[0.21,0.04,0.975,0.98],""certainty"":""clear"",""count_max"":null,""count_min"":8,""id"":""plants"",""kind"":""plant_part"",""note"":""""},{""bbox"":[0.235,0.075,0.95,0.96],""certainty"":""clear"",""count_max"":null,""count_min"":6,""id"":""roots"",""kind"":""root"",""note"":""""},{""bbox"":[0.26,0.055,0.965,0.98],""certainty"":""clear"",""count_max"":null,""count_min"":6,""id"":""leaves"",""kind"":""leaf"",""note"":""""}]","[{""certainty"":""clear"",""note"":"""",""object"":""plants"",""predicate"":""left_of"",""subject"":""vessels""},{""certainty"":""clear"",""note"":"""",""object"":""plants"",""predicate"":""part_of"",""subject"":""roots""},{""certainty"":""clear"",""note"":"""",""object"":""plants"",""predicate"":""part_of"",""subject"":""leaves""}]",Three ornate vessel-like forms beside rows of detached botanical forms.,single_ai_development_review,false,folio_88,1037112,data/folios/images/yale_1037112.jpg,4d4483d7a911ba9f6c683d4aca54c06aa8bb4d3c3a874154aa37f64ebe902d90,"[0,0,1,1]","[""botanical"",""containers""]",[],"[""vessels_beside_botanical_groups""]",[],4,3,"Leaf, plant part, root, vessel. vessels left of plants; roots part of plants; leaves part of plants. Three ornate vessel-like forms beside rows of detached botanical forms."
object_relation_v1_b9cbf0c3a6dc,f89r1,illustrated,"[{""bbox"":[0.035,0.045,0.18,0.9],""certainty"":""clear"",""count_max"":3,""count_min"":3,""id"":""vessels"",""kind"":""vessel"",""note"":""""},{""bbox"":[0.16,0.015,0.975,0.98],""certainty"":""clear"",""count_max"":null,""count_min"":6,""id"":""plants"",""kind"":""plant_part"",""note"":""""},{""bbox"":[0.21,0.1,0.965,0.985],""certainty"":""clear"",""count_max"":null,""count_min"":5,""id"":""roots"",""kind"":""root"",""note"":""""},{""bbox"":[0.22,0.015,0.965,0.875],""certainty"":""clear"",""count_max"":null,""count_min"":6,""id"":""leaves"",""kind"":""leaf"",""note"":""""}]","[{""certainty"":""clear"",""note"":"""",""object"":""plants"",""predicate"":""left_of"",""subject"":""vessels""},{""certainty"":""clear"",""note"":"""",""object"":""plants"",""predicate"":""part_of"",""subject"":""roots""},{""certainty"":""clear"",""note"":"""",""object"":""plants"",""predicate"":""part_of"",""subject"":""leaves""}]",Three left-margin vessels; small root-and-leaf forms in horizontal groups.,single_ai_development_review,false,folio_89,1006233,data/folios/images/yale_1006233.jpg,b1dd67c6bac9819f74428786b445240ddfe000cc37f181ac7df8888861e4a760,"[0.3081,0.0299,0.5795,0.9754]","[""botanical"",""containers""]",[],"[""vessels_beside_botanical_groups""]",[],4,3,"Leaf, plant part, root, vessel. vessels left of plants; roots part of plants; leaves part of plants. Three left-margin vessels; small root-and-leaf forms in horizontal groups."
object_relation_v1_b9cbf0c3a6dc,f99r,illustrated,"[{""bbox"":[0.07,0.055,0.225,0.79],""certainty"":""clear"",""count_max"":4,""count_min"":4,""id"":""vessels"",""kind"":""vessel"",""note"":""""},{""bbox"":[0.235,0.035,0.975,0.96],""certainty"":""clear"",""count_max"":null,""count_min"":12,""id"":""plants"",""kind"":""plant_part"",""note"":""""},{""bbox"":[0.24,0.035,0.97,0.93],""certainty"":""clear"",""count_max"":null,""count_min"":10,""id"":""roots"",""kind"":""root"",""note"":""""},{""bbox"":[0.27,0.075,0.97,0.955],""certainty"":""clear"",""count_max"":null,""count_min"":4,""id"":""leaves"",""kind"":""leaf"",""note"":""""}]","[{""certainty"":""clear"",""note"":"""",""object"":""plants"",""predicate"":""left_of"",""subject"":""vessels""},{""certainty"":""clear"",""note"":"""",""object"":""plants"",""predicate"":""part_of"",""subject"":""roots""},{""certainty"":""clear"",""note"":"""",""object"":""plants"",""predicate"":""part_of"",""subject"":""leaves""}]",Four red cylindrical vessel-like forms; rows of roots and some leafy pieces.,single_ai_development_review,false,folio_99,1006246,data/folios/images/yale_1006246.jpg,ea3806cf5ea2a8702cb145c63a3b3b07158821e59c2e39b66eeb243cee81fa37,"[0,0,1,1]","[""botanical"",""containers""]",[],"[""vessels_beside_botanical_groups""]",[],4,3,"Leaf, plant part, root, vessel. vessels left of plants; roots part of plants; leaves part of plants. Four red cylindrical vessel-like forms; rows of roots and some leafy pieces."
object_relation_v1_b9cbf0c3a6dc,f100r,illustrated,"[{""bbox"":[0.065,0.04,0.22,0.61],""certainty"":""clear"",""count_max"":2,""count_min"":2,""id"":""vessels"",""kind"":""vessel"",""note"":""""},{""bbox"":[0.155,0.035,0.94,0.635],""certainty"":""clear"",""count_max"":null,""count_min"":10,""id"":""plants"",""kind"":""plant_part"",""note"":""""},{""bbox"":[0.18,0.045,0.94,0.61],""certainty"":""clear"",""count_max"":null,""count_min"":10,""id"":""leaves"",""kind"":""leaf"",""note"":""""},{""bbox"":[0.22,0.1,0.925,0.645],""certainty"":""clear"",""count_max"":null,""count_min"":4,""id"":""roots"",""kind"":""root"",""note"":""""}]","[{""certainty"":""clear"",""note"":"""",""object"":""plants"",""predicate"":""left_of"",""subject"":""vessels""},{""certainty"":""clear"",""note"":"""",""object"":""plants"",""predicate"":""part_of"",""subject"":""leaves""},{""certainty"":""clear"",""note"":"""",""object"":""plants"",""predicate"":""part_of"",""subject"":""roots""}]",Two red vessels beside two main bands of green botanical forms.,single_ai_development_review,false,folio_100,1006248,data/folios/images/yale_1006248.jpg,6ed53d6ad2f8a31fd867be5051c3f4cc35877e85fd66a96685d2f004704727ae,"[0,0,1,1]","[""botanical"",""containers""]",[],"[""vessels_beside_botanical_groups""]",[],4,3,"Leaf, plant part, root, vessel. vessels left of plants; leaves part of plants; roots part of plants. Two red vessels beside two main bands of green botanical forms."
object_relation_v1_b9cbf0c3a6dc,f102r1,illustrated,"[{""bbox"":[0.035,0.01,0.165,0.63],""certainty"":""clear"",""count_max"":3,""count_min"":3,""id"":""vessels"",""kind"":""vessel"",""note"":""""},{""bbox"":[0.16,0.0,0.95,0.94],""certainty"":""clear"",""count_max"":null,""count_min"":4,""id"":""plants"",""kind"":""plant_part"",""note"":""""},{""bbox"":[0.2,0.0,0.95,0.925],""certainty"":""clear"",""count_max"":null,""count_min"":3,""id"":""roots"",""kind"":""root"",""note"":""""},{""bbox"":[0.16,0.0,0.92,0.82],""certainty"":""clear"",""count_max"":null,""count_min"":5,""id"":""leaves"",""kind"":""leaf"",""note"":""""}]","[{""certainty"":""clear"",""note"":"""",""object"":""plants"",""predicate"":""left_of"",""subject"":""vessels""},{""certainty"":""clear"",""note"":"""",""object"":""plants"",""predicate"":""part_of"",""subject"":""roots""},{""certainty"":""clear"",""note"":"""",""object"":""plants"",""predicate"":""part_of"",""subject"":""leaves""}]",The upper botanical form is cut by the panel edge. Do not count faint show-through as extra plants.,single_ai_development_review,false,folio_102,1006251,data/folios/images/yale_1006251.jpg,f6130d8e34f2b52618d32ae104be606b9d65c123ea08476bf72a9664eace7f98,"[0.3389,0.0379,0.6443,0.9809]","[""botanical"",""containers""]",[],"[""vessels_beside_botanical_groups""]",[],4,3,"Leaf, plant part, root, vessel. vessels left of plants; roots part of plants; leaves part of plants. The upper botanical form is cut by the panel edge. Do not count faint show-through as extra plants."
object_relation_v1_b9cbf0c3a6dc,f1r,text_dominant,"[{""bbox"":[0.165,0.25,0.27,0.41],""certainty"":""clear"",""count_max"":null,""count_min"":2,""id"":""red_marks"",""kind"":""decorative_mark"",""note"":""""},{""bbox"":[0.17,0.16,0.87,0.7],""certainty"":""tentative"",""count_max"":null,""count_min"":1,""id"":""show_through"",""kind"":""uncertain_form"",""note"":""Faint green forms appear to be reverse-side show-through.""}]",[],Writing dominates; no foreground plant assigned from show-through.,single_ai_development_review,false,folio_1,1006076,data/folios/images/yale_1006076.jpg,6a7037996dfd4813846dbeda948b0a8f5cd0e6803fc25243d8bd985d6c1df7d4,"[0,0,1,1]","[""text_dominant""]",[],[],[],2,0,"Decorative mark, uncertain form. Writing dominates; no foreground plant assigned from show-through."
object_relation_v1_b9cbf0c3a6dc,f58r,text_dominant,"[{""bbox"":[0.12,0.04,0.26,0.515],""certainty"":""clear"",""count_max"":3,""count_min"":3,""id"":""stars"",""kind"":""star_like_mark"",""note"":""""}]",[],Three star-like marks along the left of a large block of writing; no circular diagram.,single_ai_development_review,false,folio_58,1006188,data/folios/images/yale_1006188.jpg,a7df1e3994cae9379afe32230a567bf93ce1bdca2ae2d95cde2929d23fba83ea,"[0,0,1,1]","[""text_dominant""]",[],[],[],1,0,Star like mark. Three star-like marks along the left of a large block of writing; no circular diagram.
object_relation_v1_b9cbf0c3a6dc,f103r,text_dominant,"[{""bbox"":[0.075,0.06,0.16,0.735],""certainty"":""clear"",""count_max"":null,""count_min"":12,""id"":""stars"",""kind"":""star_like_mark"",""note"":""""}]",[],"Repeated marginal star-like marks beside dense writing. They may function as separators, but that function is not a visual fact.",single_ai_development_review,false,folio_103,1006254,data/folios/images/yale_1006254.jpg,e48af246e7a9995c6deaae9405c696149ffe503bdb47c8636183aa5950afcffc,"[0,0,1,1]","[""text_dominant""]",[],[],[],1,0,"Star like mark. Repeated marginal star-like marks beside dense writing. They may function as separators, but that function is not a visual fact."
object_relation_v1_b9cbf0c3a6dc,f116v,sparse,"[{""bbox"":[0.085,0.07,0.17,0.23],""certainty"":""tentative"",""count_max"":null,""count_min"":1,""id"":""sketch"",""kind"":""uncertain_form"",""note"":""""}]",[],"Sparse writing at the top, faint small left sketch and largely blank parchment.",single_ai_development_review,false,folio_116,1006277,data/folios/images/yale_1006277.jpg,ce0822d1e266c490c98ccdb212f2ed0b7e26df2e9c60f09cc21ec64b76989765,"[0,0,1,1]","[""sparse_marks""]",[],[],[],1,0,"Uncertain form. Sparse writing at the top, faint small left sketch and largely blank parchment."
