transcription,locus,page,word_index,form,count,near_hapax,nearest,nearest_count,flagged,uncertain_space,line_split_disagree,currier,section,score,image
eva,f41r.8,f41r,8,a?,0,False,,0,True,True,True,B,herbal,4,data/folios/images/yale_1006154.jpg
eva,f43r.4,f43r,0,das,1,True,dar,196,False,True,True,B,herbal,4,data/folios/images/yale_1006158.jpg
eva,f45v.6,f45v,0,?s,0,False,,0,True,True,True,A,herbal,4,data/folios/images/yale_1006163.jpg
eva,f45v.9,f45v,5,ykchom,1,True,ykchol,6,False,True,True,A,herbal,4,data/folios/images/yale_1006163.jpg
eva,f50r.9,f50r,5,?lo?am,0,False,,0,True,True,True,B,herbal,4,data/folios/images/yale_1006172.jpg
eva,f52v.5,f52v,2,cheo?,0,False,,0,True,True,True,A,herbal,4,data/folios/images/yale_1006177.jpg
eva,f55v.3,f55v,5,chedy?ar,0,False,,0,True,True,True,B,herbal,4,data/folios/images/yale_1006183.jpg
eva,f66r.53,f66r,9,k?l,0,False,,0,True,True,True,B,text,4,data/folios/images/yale_1006192.jpg
eva,f66r.59,f66r,4,cheta,1,True,chety,14,False,True,True,B,text,4,data/folios/images/yale_1006192.jpg
eva,f66r.60,f66r,6,chedaiir,1,True,chedaiin,25,False,True,True,B,text,4,data/folios/images/yale_1006192.jpg
eva,f66r.62,f66r,5,akar,1,True,okar,88,False,True,True,B,text,4,data/folios/images/yale_1006192.jpg
eva,f6v.5,f6v,2,chodam,1,True,chodar,8,False,True,True,A,herbal,4,data/folios/images/yale_1006087.jpg
eva,f75r.26,f75r,6,ajy,1,True,aly,13,False,True,True,B,balneological,4,data/folios/images/yale_1006208.jpg
eva,f75v.3,f75v,9,rom,1,True,rol,14,False,True,True,B,balneological,4,data/folios/images/yale_1006209.jpg
eva,f75v.41,f75v,14,sheolo,1,True,sheol,88,False,True,True,B,balneological,4,data/folios/images/yale_1006209.jpg
eva,f77r.45,f77r,5,sl,1,True,ol,379,False,True,True,B,balneological,4,data/folios/images/yale_1006212.jpg
eva,f77v.7,f77v,2,qy,1,True,y,161,False,True,True,B,balneological,4,data/folios/images/yale_1006213.jpg
eva,f77v.7,f77v,3,rohr,1,True,ror,10,False,True,True,B,balneological,4,data/folios/images/yale_1006213.jpg
eva,f79v.1,f79v,4,?tedol,0,False,,0,True,True,True,B,balneological,4,data/folios/images/yale_1006217.jpg
eva,f79v.19,f79v,0,ykail,1,True,ykain,8,False,True,True,B,balneological,4,data/folios/images/yale_1006217.jpg
eva,f79v.22,f79v,4,?ain,0,False,,0,True,True,True,B,balneological,4,data/folios/images/yale_1006217.jpg
eva,f80r.38,f80r,6,t,1,True,s,187,False,True,True,B,balneological,4,data/folios/images/yale_1006218.jpg
eva,f80r.49,f80r,3,k?,0,False,,0,True,True,True,B,balneological,4,data/folios/images/yale_1006218.jpg
eva,f80r.49,f80r,10,oklor,1,True,olor,20,False,True,True,B,balneological,4,data/folios/images/yale_1006218.jpg
eva,f80r.52,f80r,1,tl,1,True,ol,379,False,True,True,B,balneological,4,data/folios/images/yale_1006218.jpg
eva,f81v.25,f81v,5,shchey,1,True,shckhey,10,False,True,True,B,balneological,4,data/folios/images/yale_1006221.jpg
eva,f81v.25,f81v,10,tchd,1,True,tchy,16,False,True,True,B,balneological,4,data/folios/images/yale_1006221.jpg
eva,f81v.9,f81v,0,yar,1,True,ar,238,False,True,True,B,balneological,4,data/folios/images/yale_1006221.jpg
eva,f82v.24,f82v,6,dytar,1,True,ytar,13,False,True,True,B,balneological,4,data/folios/images/yale_1006223.jpg
eva,f82v.24,f82v,8,ll,1,True,lol,26,False,True,True,B,balneological,4,data/folios/images/yale_1006223.jpg
eva,f83r.13,f83r,4,altedy,1,True,oltedy,6,False,True,True,B,balneological,4,data/folios/images/yale_1006224.jpg
eva,f83r.36,f83r,0,so?,0,False,,0,True,True,True,B,balneological,4,data/folios/images/yale_1006224.jpg
eva,f86v4.5,f86v4,6,olair,1,True,otair,13,False,True,True,B,cosmological,4,
eva,f86v5.28,f86v5,6,ytdar,1,True,ytar,13,False,True,True,B,text,4,
eva,f86v6.24,f86v6,7,ytsh?,0,False,,0,True,True,True,B,text,4,
eva,f86v6.25,f86v6,6,okeeeey,1,True,okeeey,19,False,True,True,B,text,4,
eva,f87v.2,f87v,5,cth,1,True,cthy,78,False,True,True,A,herbal,4,data/folios/images/yale_1043429.jpg
eva,f88r.28,f88r,9,alsy,1,True,aly,13,False,True,True,A,pharmaceutical,4,data/folios/images/yale_1037112.jpg
eva,f88r.8,f88r,0,?al,0,False,,0,True,True,True,A,pharmaceutical,4,data/folios/images/yale_1037112.jpg
eva,f89r1.22,f89r1,7,chead,1,True,chear,33,False,True,True,A,pharmaceutical,4,
eva,f89r1.6,f89r1,8,sheeos,1,True,sheeol,12,False,True,True,A,pharmaceutical,4,
eva,f89r2.28,f89r2,13,y?dair,0,False,,0,True,True,True,A,pharmaceutical,4,
eva,f94v.11,f94v,7,eedy,1,True,keedy,38,False,True,True,B,herbal,4,
eva,f94v.3,f94v,3,sdal,1,True,dal,139,False,True,True,B,herbal,4,
eva,f95v1.9,f95v1,5,kshed,1,True,shed,12,False,True,True,B,herbal,4,
eva,f99v.37,f99v,0,ceol,1,True,cheol,120,False,True,True,A,pharmaceutical,4,data/folios/images/yale_1006247.jpg
v101,f100r.22,f100r,3,f1o8,1,True,1o8,6,False,True,True,A,pharmaceutical,4,data/folios/images/yale_1006248.jpg
v101,f101r.2,f101r,16,1A?,0,False,,0,True,True,True,A,pharmaceutical,4,
v101,f101v.22,f101v,16,4chcoe,1,True,4ohcoe,39,False,True,True,A,pharmaceutical,4,
v101,f101v.22,f101v,23,9k,1,True,9,192,False,True,True,A,pharmaceutical,4,
v101,f101v.25,f101v,21,co89,1,True,1o89,52,False,True,True,A,pharmaceutical,4,
v101,f102r1.16,f102r1,4,9ÿc9,1,True,91c9,10,False,True,True,A,pharmaceutical,4,
v101,f102r1.9,f102r1,4,e2o89,1,True,2o89,24,False,True,True,A,pharmaceutical,4,
v101,f102r1.9,f102r1,5,hco8ae,1,True,1co8ae,6,False,True,True,A,pharmaceutical,4,
v101,f102v1.11,f102v1,7,hAe,1,True,hoe,29,False,True,True,A,pharmaceutical,4,
v101,f104v.31,f104v,11,eh,1,True,e,188,False,True,True,B,stars,4,data/folios/images/yale_1006257.jpg
v101,f104v.31,f104v,12,C89,1,True,89,198,False,True,True,B,stars,4,data/folios/images/yale_1006257.jpg
v101,f111r.22,f111r,0,s2co,1,True,2co,30,False,True,True,B,stars,4,data/folios/images/yale_1006266.jpg
v101,f111v.15,f111v,1,2cA,1,True,2c9,159,False,True,True,B,stars,4,data/folios/images/yale_1006267.jpg
v101,f112v.38,f112v,11,6,1,True,s,277,False,True,True,B,stars,4,data/folios/images/yale_1006269.jpg
v101,f113v.43,f113v,4,hds,1,True,hd9,13,False,True,True,B,stars,4,data/folios/images/yale_1006271.jpg
v101,f18r.8,f18r,3,A89,1,True,89,198,False,True,True,A,herbal,4,data/folios/images/yale_1006108.jpg
v101,f2r.4,f2r,1,1ko8,1,True,1o8,6,False,True,True,A,herbal,4,data/folios/images/yale_1006078.jpg
v101,f32v.1,f32v,0,h1co8,1,True,h1co,5,False,True,True,A,herbal,4,data/folios/images/yale_1006137.jpg
v101,f36r.4,f36r,7,f1op,1,True,1op,11,False,True,True,A,herbal,4,data/folios/images/yale_1006144.jpg
v101,f50v.10,f50v,7,A8,1,True,8,41,False,True,True,B,herbal,4,data/folios/images/yale_1006173.jpg
v101,f75r.14,f75r,2,hC29,1,True,hC9,29,False,True,True,B,balneological,4,data/folios/images/yale_1006208.jpg
v101,f75r.22,f75r,5,Öc9,1,True,1c9,234,False,True,True,B,balneological,4,data/folios/images/yale_1006208.jpg
v101,f75v.10,f75v,0,4ohc,1,True,4oh9,109,False,True,True,B,balneological,4,data/folios/images/yale_1006209.jpg
v101,f75v.15,f75v,11,e279,1,True,e2c9,10,False,True,True,B,balneological,4,data/folios/images/yale_1006209.jpg
v101,f79v.32,f79v,7,hd69,1,True,hd9,13,False,True,True,B,balneological,4,data/folios/images/yale_1006217.jpg
v101,f80v.10,f80v,4,8oe2,1,True,8oe,71,False,True,True,B,balneological,4,data/folios/images/yale_1006219.jpg
v101,f81v.1,f81v,8,#ch,1,True,2ch,6,False,True,True,B,balneological,4,data/folios/images/yale_1006221.jpg
v101,f81v.25,f81v,9,k18,1,True,k19,14,False,True,True,B,balneological,4,data/folios/images/yale_1006221.jpg
v101,f86v4.5,f86v4,4,o4ohco,1,True,4ohco,12,False,True,True,B,cosmological,4,
v101,f86v6.7,f86v6,3,1c7oy,1,True,1coy,55,False,True,True,B,text,4,
v101,f87v.15,f87v,6,am*,1,True,am,464,False,True,True,A,herbal,4,data/folios/images/yale_1043429.jpg
v101,f89r2.26,f89r2,11,1cas,1,True,1cay,38,False,True,True,A,pharmaceutical,4,
v101,f90v2.2,f90v2,7,4ohccA,1,True,4ohcc9,43,False,True,True,A,herbal,4,
v101,f94v.3,f94v,4,s7ae,1,True,sae,29,False,True,True,B,herbal,4,
v101,f9r.6,f9r,0,g2o,1,True,2o,52,False,True,True,A,herbal,4,data/folios/images/yale_1006092.jpg
eva,f101r.1,f101r,8,qpol,1,True,qol,105,False,False,True,A,pharmaceutical,3,
eva,f101r.1,f101r,13,qkeey,1,True,qokeey,215,False,False,True,A,pharmaceutical,3,
eva,f101r.5,f101r,13,ch?,0,False,,0,True,False,True,A,pharmaceutical,3,
eva,f101r.5,f101r,24,chosaiin,1,True,chodaiin,23,False,False,True,A,pharmaceutical,3,
eva,f101r.9,f101r,2,qokcheol,1,True,qokchol,13,False,False,True,A,pharmaceutical,3,
eva,f101r.9,f101r,17,choko,1,True,choky,24,False,False,True,A,pharmaceutical,3,
eva,f101v.19,f101v,10,otsheey,1,True,otshey,6,False,False,True,A,pharmaceutical,3,
eva,f101v.20,f101v,13,et???ol,0,False,,0,True,False,True,A,pharmaceutical,3,
eva,f101v.20,f101v,16,qykeod,1,True,qokeod,5,False,False,True,A,pharmaceutical,3,
eva,f101v.22,f101v,7,okeod,1,True,okeol,44,False,False,True,A,pharmaceutical,3,
eva,f101v.22,f101v,11,???opcheol,0,False,,0,True,False,True,A,pharmaceutical,3,
eva,f101v.22,f101v,16,qockhhey,1,True,qockhey,13,False,False,True,A,pharmaceutical,3,
eva,f101v.23,f101v,10,olch???dar,0,False,,0,True,False,True,A,pharmaceutical,3,
eva,f101v.23,f101v,17,qokeeeor,1,True,qokeeor,5,False,False,True,A,pharmaceutical,3,
eva,f101v.24,f101v,3,ykhol,1,True,ckhol,13,False,False,True,A,pharmaceutical,3,
eva,f101v.24,f101v,9,daiin???daiin,0,False,,0,True,False,True,A,pharmaceutical,3,
eva,f101v.24,f101v,15,deeor,1,True,keeor,5,False,False,True,A,pharmaceutical,3,
eva,f101v.25,f101v,9,da???oiin,0,False,,0,True,False,True,A,pharmaceutical,3,
eva,f101v.25,f101v,16,etee?s,0,False,,0,True,False,True,A,pharmaceutical,3,
eva,f101v.25,f101v,19,ckhosh?,0,False,,0,True,False,True,A,pharmaceutical,3,
eva,f101v.26,f101v,10,???oiin,0,False,,0,True,False,True,A,pharmaceutical,3,
eva,f101v.28,f101v,2,etchey,1,True,otchey,19,False,False,True,A,pharmaceutical,3,
eva,f102r2.12,f102r2,9,okeady,1,True,okeedy,56,False,False,True,A,pharmaceutical,3,
eva,f102r2.2,f102r2,6,chefol,1,True,cheol,120,False,True,False,A,pharmaceutical,3,
eva,f102r2.20,f102r2,5,ykeea,1,True,ykeey,42,False,True,False,A,pharmaceutical,3,
eva,f102r2.6,f102r2,8,orsy,1,True,ory,11,False,True,False,A,pharmaceutical,3,
eva,f102v1.11,f102v1,2,qooiin,1,True,qoaiin,15,False,False,True,A,pharmaceutical,3,
eva,f102v1.11,f102v1,6,kolcheey,1,True,olcheey,6,False,False,True,A,pharmaceutical,3,
eva,f102v1.12,f102v1,8,ökhey,1,True,ckhey,21,False,False,True,A,pharmaceutical,3,
eva,f102v1.12,f102v1,9,pchodaiin,1,True,chodaiin,23,False,False,True,A,pharmaceutical,3,
eva,f102v1.8,f102v1,0,dairn,1,True,daiin,546,False,False,True,A,pharmaceutical,3,
eva,f102v1.8,f102v1,3,?eol,0,False,,0,True,False,True,A,pharmaceutical,3,
eva,f102v2.17,f102v2,3,qo?eeo,0,False,,0,True,True,False,A,pharmaceutical,3,
eva,f102v2.18,f102v2,0,ocheos,1,True,cheos,25,False,False,True,A,pharmaceutical,3,
eva,f102v2.33,f102v2,2,?keeeos,0,False,,0,True,False,True,A,pharmaceutical,3,
eva,f103r.35,f103r,9,lcheg,1,True,lchey,37,False,True,False,B,stars,3,data/folios/images/yale_1006254.jpg
eva,f103r.40,f103r,8,lotar,1,True,otar,89,False,False,True,B,stars,3,data/folios/images/yale_1006254.jpg
eva,f103r.45,f103r,8,ltar,1,True,otar,89,False,True,False,B,stars,3,data/folios/images/yale_1006254.jpg
eva,f103r.8,f103r,9,of?o,0,False,,0,True,False,True,B,stars,3,data/folios/images/yale_1006254.jpg
eva,f103r.8,f103r,10,lt??dy,0,False,,0,True,False,True,B,stars,3,data/folios/images/yale_1006254.jpg
eva,f103v.24,f103v,5,olan,1,True,olar,9,False,False,True,B,stars,3,data/folios/images/yale_1006255.jpg
eva,f103v.4,f103v,4,lkees,1,True,lkeey,29,False,True,False,B,stars,3,data/folios/images/yale_1006255.jpg
eva,f103v.43,f103v,4,shtal,1,True,shal,11,False,True,False,B,stars,3,data/folios/images/yale_1006255.jpg
eva,f104r.12,f104r,0,tshdol,1,True,tshol,5,False,True,False,B,stars,3,data/folios/images/yale_1006256.jpg
eva,f104r.16,f104r,3,qoepchy,1,True,qopchy,11,False,False,True,B,stars,3,data/folios/images/yale_1006256.jpg
eva,f104r.23,f104r,3,kechdy,1,True,kchdy,13,False,True,False,B,stars,3,data/folios/images/yale_1006256.jpg
eva,f104r.24,f104r,3,okechol,1,True,okchol,8,False,False,True,B,stars,3,data/folios/images/yale_1006256.jpg
eva,f104r.24,f104r,4,olkeeor,1,True,okeeor,8,False,False,True,B,stars,3,data/folios/images/yale_1006256.jpg
eva,f104r.25,f104r,5,checkhd,1,True,checkhy,33,False,False,True,B,stars,3,data/folios/images/yale_1006256.jpg
eva,f104r.28,f104r,14,atam,1,True,otam,32,False,False,True,B,stars,3,data/folios/images/yale_1006256.jpg
eva,f104r.31,f104r,4,lcheeey,1,True,lcheey,11,False,False,True,B,stars,3,data/folios/images/yale_1006256.jpg
eva,f104v.1,f104v,3,oltcheey,1,True,olcheey,6,False,False,True,B,stars,3,data/folios/images/yale_1006257.jpg
eva,f104v.1,f104v,6,ear,1,True,ar,238,False,False,True,B,stars,3,data/folios/images/yale_1006257.jpg
eva,f104v.2,f104v,0,ychedaiin,1,True,chedaiin,25,False,False,True,B,stars,3,data/folios/images/yale_1006257.jpg
eva,f104v.2,f104v,1,qoteed,1,True,qoteedy,52,False,False,True,B,stars,3,data/folios/images/yale_1006257.jpg
eva,f104v.2,f104v,5,qokamdy,1,True,qokaldy,6,False,False,True,B,stars,3,data/folios/images/yale_1006257.jpg
eva,f104v.24,f104v,6,chockhedy,1,True,chckhedy,5,False,False,True,B,stars,3,data/folios/images/yale_1006257.jpg
eva,f104v.25,f104v,1,qoykeey,1,True,qokeey,215,False,False,True,B,stars,3,data/folios/images/yale_1006257.jpg
eva,f104v.29,f104v,0,kche,1,True,kchy,24,False,False,True,B,stars,3,data/folios/images/yale_1006257.jpg
eva,f104v.29,f104v,12,chaim,1,True,cham,12,False,False,True,B,stars,3,data/folios/images/yale_1006257.jpg
eva,f104v.32,f104v,9,qosaiin,1,True,qokaiin,185,False,False,True,B,stars,3,data/folios/images/yale_1006257.jpg
eva,f104v.32,f104v,10,cfheo,1,True,cheo,41,False,False,True,B,stars,3,data/folios/images/yale_1006257.jpg
eva,f104v.38,f104v,0,okechey,1,True,okchey,22,False,False,True,B,stars,3,data/folios/images/yale_1006257.jpg
eva,f104v.39,f104v,1,Îar,1,True,ar,238,False,False,True,B,stars,3,data/folios/images/yale_1006257.jpg
eva,f104v.39,f104v,6,roiir,1,True,oiir,6,False,False,True,B,stars,3,data/folios/images/yale_1006257.jpg
eva,f104v.7,f104v,1,scheo,1,True,cheo,41,False,False,True,B,stars,3,data/folios/images/yale_1006257.jpg
eva,f105r.1,f105r,0,Çaiin,1,True,daiin,546,False,True,False,B,stars,3,data/folios/images/yale_1006258.jpg
eva,f105r.11,f105r,7,fchos,1,True,chos,25,False,True,False,B,stars,3,data/folios/images/yale_1006258.jpg
eva,f105r.14,f105r,3,dlls,1,True,dals,5,False,True,False,B,stars,3,data/folios/images/yale_1006258.jpg
eva,f105r.20,f105r,7,olfaiin,1,True,olaiin,33,False,False,True,B,stars,3,data/folios/images/yale_1006258.jpg
eva,f105v.10,f105v,6,okairo,1,True,okair,12,False,False,True,B,stars,3,data/folios/images/yale_1006259.jpg
eva,f105v.17,f105v,8,diiin,1,True,daiin,546,False,True,False,B,stars,3,data/folios/images/yale_1006259.jpg
eva,f105v.2,f105v,8,chpor,1,True,chor,140,False,True,False,B,stars,3,data/folios/images/yale_1006259.jpg
eva,f105v.23,f105v,2,kl,1,True,ol,379,False,True,False,B,stars,3,data/folios/images/yale_1006259.jpg
eva,f105v.25,f105v,2,lfcheedy,1,True,lcheedy,6,False,True,False,B,stars,3,data/folios/images/yale_1006259.jpg
eva,f105v.27,f105v,3,qopcheo,1,True,qopchey,6,False,True,False,B,stars,3,data/folios/images/yale_1006259.jpg
eva,f105v.29,f105v,5,karody,1,True,arody,8,False,True,False,B,stars,3,data/folios/images/yale_1006259.jpg
eva,f105v.9,f105v,12,?,0,False,,0,True,True,False,B,stars,3,data/folios/images/yale_1006259.jpg
eva,f111r.19,f111r,9,qoted,1,True,qotedy,53,False,True,False,B,stars,3,data/folios/images/yale_1006266.jpg
eva,f111r.20,f111r,13,kai¯,1,True,kain,33,False,True,False,B,stars,3,data/folios/images/yale_1006266.jpg
eva,f111r.21,f111r,5,ox,1,True,ol,379,False,True,False,B,stars,3,data/folios/images/yale_1006266.jpg
eva,f111r.21,f111r,11,deedy,1,True,keedy,38,False,True,False,B,stars,3,data/folios/images/yale_1006266.jpg
eva,f111r.22,f111r,4,tched,1,True,tchedy,23,False,False,True,B,stars,3,data/folios/images/yale_1006266.jpg
eva,f111r.25,f111r,10,oxar,1,True,otar,89,False,False,True,B,stars,3,data/folios/images/yale_1006266.jpg
eva,f111r.35,f111r,1,chedl,1,True,chedy,331,False,True,False,B,stars,3,data/folios/images/yale_1006266.jpg
eva,f111r.42,f111r,1,qok?l,0,False,,0,True,False,True,B,stars,3,data/folios/images/yale_1006266.jpg
eva,f111r.50,f111r,7,k?l,0,False,,0,True,True,False,B,stars,3,data/folios/images/yale_1006266.jpg
eva,f111r.51,f111r,8,?ain,0,False,,0,True,False,True,B,stars,3,data/folios/images/yale_1006266.jpg
eva,f111r.53,f111r,0,yshe,1,True,she,19,False,False,True,B,stars,3,data/folios/images/yale_1006266.jpg
eva,f111r.53,f111r,2,okshdy,1,True,okchdy,8,False,False,True,B,stars,3,data/folios/images/yale_1006266.jpg
eva,f111v.10,f111v,2,qoksheo,1,True,qokshey,8,False,False,True,B,stars,3,data/folios/images/yale_1006267.jpg
eva,f111v.12,f111v,0,qear,1,True,qoar,6,False,True,False,B,stars,3,data/folios/images/yale_1006267.jpg
eva,f111v.14,f111v,11,?m,0,False,,0,True,True,False,B,stars,3,data/folios/images/yale_1006267.jpg
eva,f111v.15,f111v,1,she?,0,False,,0,True,False,True,B,stars,3,data/folios/images/yale_1006267.jpg
eva,f111v.15,f111v,13,?,0,False,,0,True,False,True,B,stars,3,data/folios/images/yale_1006267.jpg
eva,f111v.27,f111v,2,tsheey,1,True,sheey,97,False,False,True,B,stars,3,data/folios/images/yale_1006267.jpg
eva,f111v.29,f111v,9,lldy,1,True,ldy,20,False,True,False,B,stars,3,data/folios/images/yale_1006267.jpg
eva,f111v.33,f111v,1,sh?l,0,False,,0,True,True,False,B,stars,3,data/folios/images/yale_1006267.jpg
eva,f111v.43,f111v,10,chota?,0,False,,0,True,False,True,B,stars,3,data/folios/images/yale_1006267.jpg
eva,f111v.6,f111v,1,okch?r,0,False,,0,True,False,True,B,stars,3,data/folios/images/yale_1006267.jpg
eva,f112r.1,f112r,0,folchey,1,True,olchey,17,False,False,True,B,stars,3,data/folios/images/yale_1006268.jpg
eva,f112r.43,f112r,7,q?dar,0,False,,0,True,False,True,B,stars,3,data/folios/images/yale_1006268.jpg
eva,f112r.43,f112r,10,oteeg,1,True,oteey,75,False,False,True,B,stars,3,data/folios/images/yale_1006268.jpg
eva,f112r.8,f112r,0,sairo,1,True,sair,14,False,True,False,B,stars,3,data/folios/images/yale_1006268.jpg
eva,f112r.9,f112r,4,?,0,False,,0,True,True,False,B,stars,3,data/folios/images/yale_1006268.jpg
eva,f112v.1,f112v,5,fcheol,1,True,cheol,120,False,False,True,B,stars,3,data/folios/images/yale_1006269.jpg
eva,f113r.12,f113r,1,shoain,1,True,shain,7,False,True,False,B,stars,3,data/folios/images/yale_1006270.jpg
eva,f113r.14,f113r,5,qoksheoy,1,True,qokshedy,9,False,False,True,B,stars,3,data/folios/images/yale_1006270.jpg
eva,f113r.2,f113r,5,okeorl,1,True,okeol,44,False,False,True,B,stars,3,data/folios/images/yale_1006270.jpg
eva,f113r.28,f113r,6,cheeeo,1,True,cheeo,15,False,True,False,B,stars,3,data/folios/images/yale_1006270.jpg
eva,f113r.31,f113r,8,khar,1,True,char,42,False,True,False,B,stars,3,data/folios/images/yale_1006270.jpg
eva,f113r.39,f113r,0,pcheockhy,1,True,cheockhy,6,False,False,True,B,stars,3,data/folios/images/yale_1006270.jpg
eva,f113r.39,f113r,9,pokeey,1,True,qokeey,215,False,False,True,B,stars,3,data/folios/images/yale_1006270.jpg
eva,f113r.4,f113r,5,chckhody,1,True,chckhdy,9,False,False,True,B,stars,3,data/folios/images/yale_1006270.jpg
eva,f113r.9,f113r,7,?ky,0,False,,0,True,False,True,B,stars,3,data/folios/images/yale_1006270.jpg
eva,f113r.9,f113r,8,le,1,True,l,130,False,False,True,B,stars,3,data/folios/images/yale_1006270.jpg
eva,f113v.1,f113v,8,keeoy,1,True,keey,38,False,True,False,B,stars,3,data/folios/images/yale_1006271.jpg
eva,f113v.1,f113v,11,ch?om,0,False,,0,True,True,False,B,stars,3,data/folios/images/yale_1006271.jpg
eva,f113v.13,f113v,11,llor,1,True,lor,29,False,True,False,B,stars,3,data/folios/images/yale_1006271.jpg
eva,f113v.15,f113v,0,»ar,1,True,ar,238,False,True,False,B,stars,3,data/folios/images/yale_1006271.jpg
eva,f113v.21,f113v,7,chp,1,True,chy,70,False,True,False,B,stars,3,data/folios/images/yale_1006271.jpg
eva,f113v.21,f113v,8,kcheos,1,True,cheos,25,False,True,False,B,stars,3,data/folios/images/yale_1006271.jpg
eva,f113v.36,f113v,7,p,1,True,s,187,False,True,False,B,stars,3,data/folios/images/yale_1006271.jpg
